area_name,price,longtitude,latitude,area,tag_list,detail_url,flag
新市花园二期,15523,113.264541,23.199067,白云,,https://gz.lianjia.com/xiaoqu/2110343238336805/,1
黄石花园黄园一街,20174,113.271111,23.210811,白云,,https://gz.lianjia.com/xiaoqu/2110343238861040/,1
保利西海岸星海花园,34131,113.217434,23.172723,白云,,https://gz.lianjia.com/xiaoqu/2110343238598982/,1
新兴白云花园乐居北街,19474,113.296939,23.222134,白云,近地铁2号线黄边站,https://gz.lianjia.com/xiaoqu/2110343238599655/,1
景泰新村景泰直街,22485,113.276556,23.169458,白云,,https://gz.lianjia.com/xiaoqu/2110343238860857/,1
盈翠华庭翠逸居,39239,113.278411,23.175373,白云,,https://gz.lianjia.com/xiaoqu/2110343238337522/,1
春鸿居,16922,113.301138,23.218064,白云,,https://gz.lianjia.com/xiaoqu/2110343238861808/,1
云景花园云景苑,38670,113.33528,23.192064,白云,近地铁3号线北延段京溪南方医院站,https://gz.lianjia.com/xiaoqu/2110343238337427/,1
元邦航空家园碧云居,26880,113.265564,23.210978,白云,,https://gz.lianjia.com/xiaoqu/2110343238861479/,1
景泰新村景泰西三巷,23825,113.274184,23.16587,白云,,https://gz.lianjia.com/xiaoqu/2110343238860861/,1
汇侨新城蓝天丽境,31807,113.264547,23.202612,白云,,https://gz.lianjia.com/xiaoqu/2110343238861039/,1
广园云苑新村云苑直街,23064,113.276785,23.171735,白云,,https://gz.lianjia.com/xiaoqu/2110343238337410/,1
云山诗意棋乐居,43623,113.296988,23.225452,白云,近地铁2号线黄边站,https://gz.lianjia.com/xiaoqu/2110343238598677/,1
云景花园云桂苑,40048,113.335732,23.190305,白云,近地铁3号线北延段京溪南方医院站,https://gz.lianjia.com/xiaoqu/2110343238337429/,1
新兴白云花园乐居南街,21954,113.295843,23.220353,白云,,https://gz.lianjia.com/xiaoqu/2110343238599653/,1
岭南新世界锦云峰,42508,113.305508,23.242835,白云,,https://gz.lianjia.com/xiaoqu/2110343239123055/,1
白云高尔夫花园西区,30800,113.272629,23.207087,白云,,https://gz.lianjia.com/xiaoqu/2110343238599618/,1
枫溪苑,23814,113.264181,23.186892,白云,,https://gz.lianjia.com/xiaoqu/219159659762529/,1
白云雅苑云雅大街,20228,113.240849,23.182228,白云,,https://gz.lianjia.com/xiaoqu/2110343238337416/,1
黄石花园黄园路,18429,113.273208,23.212003,白云,,https://gz.lianjia.com/xiaoqu/2110343238861042/,1
广园云苑新村云苑三街,19309,113.276834,23.172529,白云,,https://gz.lianjia.com/xiaoqu/2110343238337412/,1
云山诗意竹风居,40319,113.296318,23.224139,白云,近地铁2号线黄边站,https://gz.lianjia.com/xiaoqu/2110343238337335/,1
白云骏景家园骏雅轩,33333,113.278407,23.202562,白云,,https://gz.lianjia.com/xiaoqu/2110343238860808/,1
松涛北苑雍涛居,20452,113.313033,23.232195,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343238599079/,1
深业江悦湾,31336,113.219814,23.175539,白云,近地铁6号线浔峰岗站,https://gz.lianjia.com/xiaoqu/219184096562740/,1
保利西海岸英伦堡花园,35000,113.216164,23.176458,白云,近地铁6号线浔峰岗站,https://gz.lianjia.com/xiaoqu/2110343238599585/,1
海德花园,30751,113.268251,23.199079,白云,,https://gz.lianjia.com/xiaoqu/2110111187169903/,1
云景花园云枫苑,38519,113.337921,23.189117,白云,近地铁3号线北延段京溪南方医院站,https://gz.lianjia.com/xiaoqu/2110343238337432/,1
黄石花园黄园二街,22143,113.273016,23.210753,白云,,https://gz.lianjia.com/xiaoqu/2110343238861043/,1
黄石花园黄园三街,17113,113.273901,23.210899,白云,,https://gz.lianjia.com/xiaoqu/2110343238861041/,1
梅苑小区梅苑直街,32284,113.328383,23.183225,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238599531/,1
康雅花园康雅一街,19491,113.26484,23.188467,白云,,https://gz.lianjia.com/xiaoqu/2110343238599663/,1
景泰新村景泰西二巷,26608,113.2745,23.166888,白云,,https://gz.lianjia.com/xiaoqu/2110343238860864/,1
乐得花园乐嘉阁,17166,113.280556,23.228965,白云,,https://gz.lianjia.com/xiaoqu/2110343238599648/,1
康雅花园康雅二街,21246,113.264876,23.189356,白云,,https://gz.lianjia.com/xiaoqu/2110343238599664/,1
金桂园云华阁,35071,113.270586,23.159724,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/2110343238860956/,1
金桂园草暖阁,30720,113.27002,23.157091,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/2110343238860958/,1
白云畔山花园圣地摩坊,32672,113.325291,23.187244,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238599533/,1
嘉景园豪景阁,19107,113.264877,23.200167,白云,,https://gz.lianjia.com/xiaoqu/2110343238860990/,1
百事佳新村A区,22417,113.273928,23.172731,白云,近地铁2号线飞翔公园站,https://gz.lianjia.com/xiaoqu/2110343238599098/,1
乐得花园乐明阁,17166,113.282447,23.2294,白云,,https://gz.lianjia.com/xiaoqu/2110343238599650/,1
晓翠苑闲情居,21736,113.261268,23.187926,白云,,https://gz.lianjia.com/xiaoqu/2110343238598876/,1
松涛北苑宏景阁,13172,113.310842,23.231842,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343239123060/,1
中海金沙馨园二期,32327,113.212104,23.154328,白云,近地铁6号线沙贝站,https://gz.lianjia.com/xiaoqu/2110343238336815/,1
春庭花园D栋春鸣阁,20474,113.30205,23.22051,白云,近地铁3号线北延段白云大道北站,https://gz.lianjia.com/xiaoqu/2110343238861806/,1
时代花生Ⅱ,40755,113.338624,23.198174,白云,,https://gz.lianjia.com/xiaoqu/2110002133168720/,1
岭南新世界2D区倚湾园,41263,113.297902,23.237653,白云,近地铁2号线嘉禾望岗站,https://gz.lianjia.com/xiaoqu/2110343238861000/,1
盈翠华庭盈逸居,33816,113.27954,23.176043,白云,,https://gz.lianjia.com/xiaoqu/2110343238337523/,1
乐得花园乐景阁,17166,113.280823,23.228535,白云,,https://gz.lianjia.com/xiaoqu/2110343238599649/,1
岭南新世界映翠园,49052,113.299723,23.237053,白云,近地铁3号线北延段白云大道北站,https://gz.lianjia.com/xiaoqu/2110343238861001/,1
百荣园云山名都,28981,113.265563,23.190689,白云,,https://gz.lianjia.com/xiaoqu/2113328145985324/,1
东方明珠花园明泰楼,29087,113.284569,23.192297,白云,近地铁2号线白云文化广场站,https://gz.lianjia.com/xiaoqu/2110343238599502/,1
景泰新村景泰中街,21181,113.27507,23.167581,白云,,https://gz.lianjia.com/xiaoqu/2110343238860856/,1
云山诗意诗意居,13736,113.296215,23.224979,白云,近地铁2号线黄边站,https://gz.lianjia.com/xiaoqu/2110343238599197/,1
穗和城,12000,113.298955,23.342784,白云,近地铁3号线北延段人和站,https://gz.lianjia.com/xiaoqu/2111379154103977/,1
景泰新村景泰西八巷,23897,113.27467,23.170999,白云,,https://gz.lianjia.com/xiaoqu/2110343238860865/,1
云东小区牡丹阁,28500,113.334082,23.20234,白云,近地铁3号线北延段同和站,https://gz.lianjia.com/xiaoqu/2110343238337418/,1
怡新花园怡安阁,39805,113.328876,23.180465,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598709/,1
景泰新村景泰西六巷,21677,113.274153,23.168512,白云,,https://gz.lianjia.com/xiaoqu/2110343238860863/,1
新市花园一期,17856,113.266119,23.19667,白云,,https://gz.lianjia.com/xiaoqu/2110343238336534/,1
万科峯境,43953,113.280881,23.177785,白云,,https://gz.lianjia.com/xiaoqu/2110002450101201/,1
岭南新世界凯云新世界,50530,113.304466,23.233537,白云,近地铁3号线北延段白云大道北站,https://gz.lianjia.com/xiaoqu/219998401548133/,1
时代花园椰林湾,37478,113.261451,23.182517,白云,,https://gz.lianjia.com/xiaoqu/2110343238599119/,1
时代糖果二期,24993,113.198839,23.194184,白云,,https://gz.lianjia.com/xiaoqu/2110343238336821/,1
中海金沙馨园一期,32356,113.210923,23.151105,白云,近地铁6号线沙贝站,https://gz.lianjia.com/xiaoqu/2110343238336544/,1
盈翠华庭荟翠居,44800,113.278837,23.176066,白云,,https://gz.lianjia.com/xiaoqu/2110343238337524/,1
民航小区南云西街,28261,113.265268,23.181863,白云,,https://gz.lianjia.com/xiaoqu/2110343238599404/,1
美景苑俊景阁,29628,113.25917,23.178866,白云,,https://gz.lianjia.com/xiaoqu/2110343238337459/,1
元邦航空家园锦绣轩,28552,113.264918,23.211177,白云,,https://gz.lianjia.com/xiaoqu/2110343238861480/,1
时代花园珊瑚湾,31162,113.262017,23.182972,白云,,https://gz.lianjia.com/xiaoqu/2110343238599116/,1
松涛北苑悦景阁,15717,113.311866,23.231552,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343239123064/,1
榕溪花园D座,12382,113.250352,23.215727,白云,,https://gz.lianjia.com/xiaoqu/2110343238336916/,1
广园云苑新村云苑二街,22500,113.276106,23.171503,白云,,https://gz.lianjia.com/xiaoqu/2110343238337413/,1
合益小区合益二街,16947,113.25507,23.180325,白云,,https://gz.lianjia.com/xiaoqu/2110343238861341/,1
金桂园流花阁,29120,113.27029,23.158162,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/2110343238860957/,1
岭南新世界优悦园,41384,113.300855,23.237385,白云,,https://gz.lianjia.com/xiaoqu/2110343238860997/,1
瑞晖花园凤鸣路,15277,113.226981,23.208704,白云,,https://gz.lianjia.com/xiaoqu/2110343238861565/,1
乐得花园乐盛阁,17166,113.2815,23.228471,白云,,https://gz.lianjia.com/xiaoqu/2110343238599646/,1
白云骏景家园骏逸轩,29848,113.278173,23.20164,白云,近地铁2号线白云文化广场站,https://gz.lianjia.com/xiaoqu/2110343238860807/,1
保利西海岸瀚海花园,37291,113.218829,23.176727,白云,,https://gz.lianjia.com/xiaoqu/2110343238861485/,1
乐得花园乐天阁,25701,113.280911,23.229525,白云,,https://gz.lianjia.com/xiaoqu/2110343238599652/,1
怡新花园怡华阁,40886,113.327682,23.181192,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598706/,1
岭南新世界嘉云府,46794,113.308861,23.24215,白云,,https://gz.lianjia.com/xiaoqu/2110343238861008/,1
颐和上院一期,91515,113.277527,23.182982,白云,近地铁2号线白云公园站,https://gz.lianjia.com/xiaoqu/2110343238336540/,1
嘉景园华景阁,12854,113.265156,23.20023,白云,,https://gz.lianjia.com/xiaoqu/2110343238860992/,1
云西小区云西一街,22786,113.276681,23.173645,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238337422/,1
黄石花园黄石东路,23785,113.273847,23.209944,白云,,https://gz.lianjia.com/xiaoqu/2110343238861047/,1
东方明珠花园明安楼,24061,113.285521,23.191724,白云,近地铁2号线白云文化广场站,https://gz.lianjia.com/xiaoqu/2110343238599510/,1
都市品格,19652,113.275487,23.22443,白云,,https://gz.lianjia.com/xiaoqu/219979439361162/,1
广园云苑新村云苑一街,22265,113.2762,23.170846,白云,,https://gz.lianjia.com/xiaoqu/2110343238337411/,1
怡新花园怡盛阁,44825,113.32893,23.181383,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598708/,1
新市花园二区,19834,113.263324,23.193796,白云,,https://gz.lianjia.com/xiaoqu/2110343238599040/,1
百事佳新村B区,24194,113.271852,23.171001,白云,近地铁2号线飞翔公园站,https://gz.lianjia.com/xiaoqu/2110343238598796/,1
云东小区水仙阁,25956,113.333885,23.201331,白云,近地铁3号线北延段同和站,https://gz.lianjia.com/xiaoqu/2110343238337420/,1
云山诗意画舫居,30899,113.297077,23.225185,白云,近地铁2号线黄边站,https://gz.lianjia.com/xiaoqu/2110343238861097/,1
岭南新世界映悦园,39525,113.309342,23.240514,白云,,https://gz.lianjia.com/xiaoqu/2110343239123054/,1
民航小区向云新街,32037,113.275666,23.178213,白云,近地铁2号线飞翔公园站,https://gz.lianjia.com/xiaoqu/2110343238598881/,1
时代花园棕榈湾,31162,113.260507,23.182187,白云,,https://gz.lianjia.com/xiaoqu/2110343238599118/,1
岭南新世界2D区双城故事,42640,113.302761,23.239244,白云,近地铁3号线北延段白云大道北站,https://gz.lianjia.com/xiaoqu/2110343238860998/,1
景泰新村景泰北街,24246,113.277239,23.169122,白云,,https://gz.lianjia.com/xiaoqu/2110343238860870/,1
宏航苑碧云阁,17370,113.263878,23.194251,白云,,https://gz.lianjia.com/xiaoqu/2110343238599039/,1
景泰新村景泰西四巷,24056,113.275236,23.169197,白云,,https://gz.lianjia.com/xiaoqu/2110343238860860/,1
龙归城,9349,113.326524,23.281527,白云,,https://gz.lianjia.com/xiaoqu/219999262428722/,1
白云尚城悦湖居,41459,113.290582,23.218188,白云,近地铁2号线江夏站,https://gz.lianjia.com/xiaoqu/2110343238861051/,1
怡新花园怡新阁,44360,113.327822,23.182293,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598705/,1
时代糖果三期,24073,113.203833,23.197588,白云,,https://gz.lianjia.com/xiaoqu/2110343239123220/,1
广园西路,15235,113.264918,23.167075,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110050386801453/,1
合益小区合益街,15242,113.255549,23.181411,白云,,https://gz.lianjia.com/xiaoqu/2110343238336787/,1
景泰新村景泰西五巷,24475,113.275105,23.168246,白云,,https://gz.lianjia.com/xiaoqu/2110343238860859/,1
南湖半山豪庭东苑,30182,113.351519,23.227818,白云,,https://gz.lianjia.com/xiaoqu/2110343239123053/,1
东方明珠花园明康楼,35416,113.283935,23.191721,白云,近地铁2号线白云文化广场站,https://gz.lianjia.com/xiaoqu/2110343238599503/,1
春庭花园E栋春晖阁,15956,113.301902,23.220161,白云,近地铁3号线北延段白云大道北站,https://gz.lianjia.com/xiaoqu/2110343238861804/,1
美景苑丽景阁,31123,113.258659,23.178936,白云,,https://gz.lianjia.com/xiaoqu/2110343238337460/,1
景泰新村景泰西一巷,20042,113.274678,23.166307,白云,,https://gz.lianjia.com/xiaoqu/2110343238860858/,1
星汇金沙雅筑二期,32323,113.199926,23.162257,白云,近地铁6号线浔峰岗站,https://gz.lianjia.com/xiaoqu/2110366888193279/,1
怡新花园怡贤阁,46219,113.330323,23.180578,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598711/,1
景泰新村景泰西七巷,25056,113.275505,23.170837,白云,,https://gz.lianjia.com/xiaoqu/2110343238860862/,1
景泰新村景泰东四巷,24378,113.276884,23.168043,白云,,https://gz.lianjia.com/xiaoqu/2110343238860867/,1
同德花园同雅南街,12862,113.239022,23.171726,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238598971/,1
民航小区松云街,23756,113.265258,23.182964,白云,,https://gz.lianjia.com/xiaoqu/2110343238599070/,1
松云雅苑,32979,113.298856,23.21325,白云,近地铁2号线江夏站,https://gz.lianjia.com/xiaoqu/2110343238861797/,1
永泰新村永祥楼,9670,113.311924,23.231461,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343238599075/,1
金满花园金华阁,16161,113.211842,23.161391,白云,近地铁6号线横沙站,https://gz.lianjia.com/xiaoqu/2110343238599286/,1
得宝花园得雅阁,17354,113.243316,23.176832,白云,,https://gz.lianjia.com/xiaoqu/2110343238598931/,1
飞行小区凌安街,25793,113.265694,23.185328,白云,,https://gz.lianjia.com/xiaoqu/2110343238599586/,1
得宝花园得雅街,21008,113.245661,23.176994,白云,,https://gz.lianjia.com/xiaoqu/2110343238861744/,1
金桂园越秀阁,30240,113.270532,23.157638,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/2110343238860940/,1
富业苑云岭雅筑,30094,113.282287,23.169356,白云,,https://gz.lianjia.com/xiaoqu/2110343238861515/,1
同德花园同景东街,16994,113.244579,23.172146,白云,,https://gz.lianjia.com/xiaoqu/2110343238598976/,1
金满花园金富阁,17755,113.212894,23.161365,白云,近地铁6号线横沙站,https://gz.lianjia.com/xiaoqu/2110343238599287/,1
景泰新村景泰东一巷,23671,113.276799,23.165849,白云,,https://gz.lianjia.com/xiaoqu/2110343238860866/,1
同德花园同雅街,17451,113.24113,23.173907,白云,,https://gz.lianjia.com/xiaoqu/2110343238598972/,1
侨德花园粤溪南路,17971,113.243619,23.168214,白云,,https://gz.lianjia.com/xiaoqu/2110343238337434/,1
流溪半岛,9565,113.302081,23.326848,白云,,https://gz.lianjia.com/xiaoqu/219999092821088/,1
京华雅居南座,13478,113.262636,23.193723,白云,,https://gz.lianjia.com/xiaoqu/2110343238599036/,1
黄石花园江景路,23179,113.27563,23.211235,白云,,https://gz.lianjia.com/xiaoqu/2110343238860974/,1
御鹿华轩山畔雍庭,30186,113.285647,23.164607,白云,,https://gz.lianjia.com/xiaoqu/2110343238337478/,1
金满家园A座,19778,113.213618,23.162526,白云,近地铁6号线横沙站,https://gz.lianjia.com/xiaoqu/2110343238336985/,1
雅怡花园翠怡居,22909,113.243094,23.166054,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238599615/,1
时代花园金沙湾,34752,113.261204,23.182808,白云,,https://gz.lianjia.com/xiaoqu/2110343238599117/,1
怡新花园怡泰阁,39805,113.329829,23.180121,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598710/,1
增槎路,17121,113.231519,23.152422,白云,,https://gz.lianjia.com/xiaoqu/219160089415173/,1
汇怡苑康怡居,15762,113.244194,23.183561,白云,,https://gz.lianjia.com/xiaoqu/2110343238598929/,1
乐得花园乐居阁,17166,113.281962,23.22916,白云,,https://gz.lianjia.com/xiaoqu/2110343238599645/,1
恒德苑B栋,14456,113.24254,23.179232,白云,,https://gz.lianjia.com/xiaoqu/2110343238336973/,1
宏航苑翠云阁,15840,113.26324,23.194879,白云,,https://gz.lianjia.com/xiaoqu/2110343238599038/,1
白云大道南,20233,113.282579,23.181186,白云,,https://gz.lianjia.com/xiaoqu/219863837791121/,1
富业苑云岭绣色,40807,113.280715,23.169701,白云,,https://gz.lianjia.com/xiaoqu/2110343238861516/,1
保利白云山庄傲云居,31974,113.298699,23.211943,白云,,https://gz.lianjia.com/xiaoqu/2110343238337431/,1
怡新花园怡晖阁,43023,113.330121,23.181238,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598707/,1
合益小区合益一街,16205,113.254621,23.178997,白云,,https://gz.lianjia.com/xiaoqu/2110343238861340/,1
侨德花园侨德街,17572,113.243457,23.168605,白云,,https://gz.lianjia.com/xiaoqu/2110343238599323/,1
白云雅苑云雅五街,14315,113.240727,23.181036,白云,,https://gz.lianjia.com/xiaoqu/2110343238337415/,1
白云尚城逸湖居,27733,113.291943,23.218209,白云,近地铁2号线江夏站,https://gz.lianjia.com/xiaoqu/2110343238861048/,1
体育花园体育九街,43611,113.282188,23.188578,白云,近地铁2号线白云公园站,https://gz.lianjia.com/xiaoqu/2110343238599020/,1
民航小区康寿街,26359,113.264315,23.184329,白云,,https://gz.lianjia.com/xiaoqu/2110343238599667/,1
白云骏景家园骏朗轩,29848,113.27851,23.203048,白云,,https://gz.lianjia.com/xiaoqu/2110343238860810/,1
民航小区云霄街,32675,113.271971,23.191268,白云,近地铁2号线白云公园站,https://gz.lianjia.com/xiaoqu/2110343238337421/,1
华园新村华富阁,12566,113.26325,23.170166,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/2110343238861101/,1
岭南花园岭南三街,28416,113.238035,23.168075,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238599583/,1
元邦航空家园福满居,25372,113.266557,23.211767,白云,,https://gz.lianjia.com/xiaoqu/2110343238337510/,1
嘉德苑豪庭阁,13069,113.238331,23.170203,白云,,https://gz.lianjia.com/xiaoqu/2110343238598809/,1
同德花园同景街,18383,113.244071,23.173254,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238598975/,1
怡新花园怡豪阁,45306,113.330184,23.181238,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238598712/,1
体育花园体育二街,52385,113.283221,23.190571,白云,近地铁2号线白云文化广场站,https://gz.lianjia.com/xiaoqu/2110343238599021/,1
飞鹅西路,16674,113.272383,23.160073,白云,近地铁2号线三元里站,https://gz.lianjia.com/xiaoqu/219159659762081/,1
盈富居北栋,20429,113.234464,23.151207,白云,,https://gz.lianjia.com/xiaoqu/2110343238599280/,1
岭南花园岭南一街,28407,113.23874,23.167735,白云,近地铁2号线广州火车站站,https://gz.lianjia.com/xiaoqu/2110343238599581/,1
岭南新世界2D区水央阁,41301,113.30065,23.238419,白云,近地铁2号线嘉禾望岗站,https://gz.lianjia.com/xiaoqu/2110343238860996/,1
景泰新村景泰东二巷,23712,113.27665,23.166659,白云,,https://gz.lianjia.com/xiaoqu/2110343238860869/,1
云东小区芙蓉阁,25956,113.334154,23.20141,白云,近地铁3号线北延段同和站,https://gz.lianjia.com/xiaoqu/2110343238337419/,1
合益小区合益三街,10755,113.254417,23.181361,白云,,https://gz.lianjia.com/xiaoqu/2110343238336785/,1
梅苑小区宏华楼,28754,113.327847,23.183645,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/2110343238861421/,1
保利西子湾西江月,28785,113.2191,23.15463,白云,近地铁6号线沙贝站,https://gz.lianjia.com/xiaoqu/2110343238598943/,1
中海金沙里,29608,113.212526,23.187025,白云,,https://gz.lianjia.com/xiaoqu/2116997457103743/,1
金沙洲新社区,14991,113.211199,23.162606,白云,,https://gz.lianjia.com/xiaoqu/2120021509636388/,1
岗贝路海棠居,15294,113.263274,23.186726,白云,,https://gz.lianjia.com/xiaoqu/2110111394525100/,1
上步花园A1栋,15585,113.242668,23.176398,白云,,https://gz.lianjia.com/xiaoqu/2110343238337029/,1
祥景花园B区,19328,113.277197,23.212001,白云,,https://gz.lianjia.com/xiaoqu/2110343238336955/,1
乐得花园乐兴阁,20839,113.281643,23.229525,白云,,https://gz.lianjia.com/xiaoqu/2110343238599651/,1
恒大御府,31259,113.334142,23.181838,白云,近地铁3号线北延段梅花园站,https://gz.lianjia.com/xiaoqu/219979174073323/,1
金沙山海名门,28642,113.213266,23.179912,白云,,https://gz.lianjia.com/xiaoqu/2111477523116424/,1
金满花园金贵阁,13061,113.212008,23.161635,白云,近地铁6号线横沙站,https://gz.lianjia.com/xiaoqu/2110343238599289/,1
民航小区绿化小区,26359,113.267096,23.185376,白云,,https://gz.lianjia.com/xiaoqu/2110343238861347/,1
桂花路,20521,113.270842,23.156172,白云,,https://gz.lianjia.com/xiaoqu/2110925921284739/,1
景泰新村景泰东三巷,23825,113.276857,23.166605,白云,,https://gz.lianjia.com/xiaoqu/2110343238860868/,1
佳润云凯雅寓,29268,113.334335,23.209961,白云,近地铁3号线北延段同和站,https://gz.lianjia.com/xiaoqu/219050662645604/,1
松柏新村松柏北街,16999,113.272543,23.168907,白云,近地铁2号线飞翔公园站,https://gz.lianjia.com/xiaoqu/2110343238336613/,1
乐得花园聚龙阁,17166,113.281788,23.229274,白云,,https://gz.lianjia.com/xiaoqu/2110343238599647/,1
保利珑熙,26042,113.228775,23.152821,白云,,https://gz.lianjia.com/xiaoqu/219976185893057/,1
松柏新村松柏东街,18314,113.273055,23.168903,白云,,https://gz.lianjia.com/xiaoqu/2110343238599088/,1
飞鹅西路南一街,20830,113.272356,23.15979,白云,,https://gz.lianjia.com/xiaoqu/2110925921284776/,1
金德西苑,21026,113.238638,23.164417,白云,,https://gz.lianjia.com/xiaoqu/2110047777157910/,1
心谊路,19257,113.262915,23.175721,白云,近地铁2号线飞翔公园站,https://gz.lianjia.com/xiaoqu/219687159025682/,1
春晖闲庭D栋,24317,113.317033,23.22643,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343238336924/,1
交电新村三街,10323,113.272301,23.164862,白云,,https://gz.lianjia.com/xiaoqu/2110343238336697/,1
汇怡苑丽怡居,15009,113.243706,23.18369,白云,,https://gz.lianjia.com/xiaoqu/2110343238861037/,1
上步花园A2栋,15585,113.243086,23.176335,白云,,https://gz.lianjia.com/xiaoqu/2110343238337024/,1
金满家园B座,19595,113.213227,23.162867,白云,近地铁6号线横沙站,https://gz.lianjia.com/xiaoqu/2110343238336950/,1
岭南花园岭南西街,28263,113.238232,23.16832,白云,,https://gz.lianjia.com/xiaoqu/2110343238599582/,1
体育花园体育七街,43611,113.28205,23.189089,白云,近地铁2号线白云公园站,https://gz.lianjia.com/xiaoqu/2110343238599018/,1
荔雅苑西槎路,23254,113.241977,23.166852,白云,,https://gz.lianjia.com/xiaoqu/2110343238598934/,1
松涛北苑顺景阁,15996,113.310699,23.231481,白云,近地铁3号线北延段永泰站,https://gz.lianjia.com/xiaoqu/2110343239123062/,1
恒丰花园金湾苑,17533,113.231088,23.183848,白云,,https://gz.lianjia.com/xiaoqu/2110343238861263/,1
邦华翠悦湾,30533,113.235656,23.161676,白云,,https://gz.lianjia.com/xiaoqu/2110044729209414/,1
