"clear_link","title","houseInfo","houseInfo_link","houseInfo_1","positionInfo","positionInfo_link","positionInfo_1","followInfo","subway","totalPrice","totalPrice_1","unitPrice"
"https://gz.lianjia.com/ershoufang/GZ0002980281.html","陈家祠 龙津大厦 三房两厅 交通便利","龙津大厦    3室2厅   105.24平米   东北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316601/","龙津大厦","高楼层(共32层)1997年建塔楼  -  西关","https://gz.lianjia.com/ershoufang/xiguan/","西关","38人关注 / 共20次带看 / 1个月以前发布","距离1号线陈家祠站507米","421万","421","单价40000元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003046161.html","豪景花园 采光好 格局方正","豪景花园    4室1厅   106.21平米   东   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103317018/","豪景花园","低楼层(共19层)2007年建塔楼  -  粤垦","https://gz.lianjia.com/ershoufang/yueken/","粤垦","7人关注 / 共9次带看 / 21天以前发布","距离6号线天平架站861米","370万","370","单价34837元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002301966.html","尚东美御 实用四房 望珠江公园 景观优","尚东美御    4室2厅   179平米   南 北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316658/","尚东美御","中楼层(共32层)2007年建塔楼  -  珠江新城东","https://gz.lianjia.com/ershoufang/zhujiangxinchengdong/","珠江新城东","124人关注 / 共149次带看 / 9个月以前发布","距离5号线猎德站830米","1300万","1300","单价72626元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002243262.html","旭景家园 温馨三房 安静望花园","旭景家园A区    3室2厅   83.51平米   东   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238336991/","旭景家园A区","低楼层(共15层)2002年建塔楼  -  东圃","https://gz.lianjia.com/ershoufang/dongpu/","东圃","391人关注 / 共261次带看 / 一年前发布","距离4号线车陂站0米","320万","320","单价38319元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002754310.html","保利花园 楼梯实用三房交通方便 望花园","保利花园静雅街    3室2厅   78.85平米   东南   简装   无电梯","https://gz.lianjia.com/xiaoqu/2110343238860846/","保利花园静雅街","高楼层(共6层)2000年建塔楼  -  工业大道中","https://gz.lianjia.com/ershoufang/gongyedadaozhong/","工业大道中","49人关注 / 共24次带看 / 3个月以前发布","距离广佛线燕岗站891米","330万","330","单价41852元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002768256.html","珠岛花园 五期 四房二厅 间隔方正实用","珠岛花园五期    4室2厅   108.7平米   东   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103316508/","珠岛花园五期","高楼层(共23层)1999年建塔楼  -  大坦沙","https://gz.lianjia.com/ershoufang/datansha/","大坦沙","37人关注 / 共25次带看 / 3个月以前发布","房本满五年","370万","370","单价34039元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002879712.html","华景陶然庭苑 东南向三房 精装修 户型好","华景新城陶然庭园    3室2厅   92.84平米   东南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238861213/","华景新城陶然庭园","低楼层(共36层)2006年建塔楼  -  华景新城","https://gz.lianjia.com/ershoufang/huajingxincheng/","华景新城","24人关注 / 共36次带看 / 2个月以前发布","房本满五年","592万","592","单价63766元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002945412.html","华景新城五期 电梯大三房带主套 新装修","华景新城怡华台    3室2厅   91平米   西南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2110343238861199/","华景新城怡华台","高楼层(共17层)1999年建塔楼  -  华景新城","https://gz.lianjia.com/ershoufang/huajingxincheng/","华景新城","27人关注 / 共21次带看 / 1个月以前发布","距离5号线科韵路站0米","520万","520","单价57143元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003082596.html","白云明珠广场 新精装修 房入房两房 总价","机场路华明街白云明珠广场    2室1厅   48.27平米   北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103831540/","机场路华明街白云明珠广场","高楼层(共14层)1996年建塔楼  -  机场路","https://gz.lianjia.com/ershoufang/jichanglu/","机场路","13人关注 / 共21次带看 / 11个月以前发布","房本满五年","160万","160","单价33147元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002722805.html","聚德花园 2000年楼龄 南向电梯两房","聚德花园    2室1厅   60.5平米   南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103317803/","聚德花园","中楼层(共9层)1997年建塔楼  -  赤岗","https://gz.lianjia.com/ershoufang/chigang/","赤岗","223人关注 / 共114次带看 / 5个月以前发布","房本满五年","220万","220","单价36364元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002785514.html","翠拥华庭锋尚 精致一房 保养好","翠拥华庭锋尚    1室0厅   43平米   东   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103318539/","翠拥华庭锋尚","低楼层(共21层)2008年建塔楼  -  车陂","https://gz.lianjia.com/ershoufang/chebei/","车陂","28人关注 / 共25次带看 / 3个月以前发布","距离4号线车陂站0米","185万","185","单价43024元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002641636.html","金碧花园三期 安静望花园 户型好 地铁口","金碧花园第三金碧    3室2厅   104平米   北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238860931/","金碧花园第三金碧","高楼层(共32层)2000年建塔楼  -  金碧","https://gz.lianjia.com/ershoufang/jinbi/","金碧","43人关注 / 共19次带看 / 一年前发布","房本满五年","470万","470","单价45193元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002876762.html","江南新村 户型方正 交通方便","江南新村2街    2室2厅   73.89平米   西   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238337180/","江南新村2街","高楼层(共7层)1998年建塔楼  -  市桥","https://gz.lianjia.com/ershoufang/shiqiao1/","市桥","246人关注 / 共48次带看 / 2个月以前发布","距离3号线市桥站1056米","123万","123","单价16647元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002344377.html","东川路 地铁沿线 南向两房出售","东川路    2室1厅   51.4平米   西南   简装   无电梯","https://gz.lianjia.com/xiaoqu/2111103831693/","东川路","中楼层(共9层)塔楼  -  东川路","https://gz.lianjia.com/ershoufang/dongchuanlu/","东川路","27人关注 / 共43次带看 / 8个月以前发布","距离1号线烈士陵园站424米","248万","248","单价48250元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003002081.html","协和新世界 正宗的一房一厅 花园小区","协和新世界    1室1厅   47平米   北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103319393/","协和新世界","低楼层(共32层)2008年建塔楼  -  天河北","https://gz.lianjia.com/ershoufang/tianhebei/","天河北","20人关注 / 共20次带看 / 1个月以前发布","距离3号线华师站902米","360万","360","单价76596元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003046330.html","侨基花园 电梯景观 采光好","侨基花园    3室2厅   83.7平米   东南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103317277/","侨基花园","高楼层(共32层)1998年建塔楼  -  市桥","https://gz.lianjia.com/ershoufang/shiqiao1/","市桥","73人关注 / 共16次带看 / 20天以前发布","距离3号线市桥站854米","187万","187","单价22342元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003010812.html","自在城市花园 温馨三房 望花园单位","自在城市花园自在华庭    3室2厅   104.65平米   东北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238337314/","自在城市花园自在华庭","中楼层(共10层)2004年建塔楼  -  华南","https://gz.lianjia.com/ershoufang/huanan1/","华南","5人关注 / 共30次带看 / 1个月以前发布","房本满五年","310万","310","单价29623元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003020216.html","怡港花园 东南向大三房 高层","怡港花园怡康楼    3室2厅   105.77平米   东南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2110343238861055/","怡港花园怡康楼","高楼层(共17层)1999年建塔楼  -  区府","https://gz.lianjia.com/ershoufang/qufu/","区府","0人关注 / 共14次带看 / 1个月以前发布","距离5号线大沙地站930米","472万","472","单价44626元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003067932.html","时代玫瑰园 大三房 南向望花园 厅出阳台","时代玫瑰园    3室2厅   119.97平米   南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103316672/","时代玫瑰园","低楼层(共16层)2008年建塔楼  -  白云大道北","https://gz.lianjia.com/ershoufang/baiyundadaobei/","白云大道北","13人关注 / 共5次带看 / 14天以前发布","距离2号线黄边站290米","490万","490","单价40844元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002862991.html","海珠半岛花园 市区临江三房","海珠半岛花园    3室2厅   90平米   南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316463/","海珠半岛花园","高楼层(共31层)1997年建塔楼  -  滨江东","https://gz.lianjia.com/ershoufang/binjiangdong/","滨江东","32人关注 / 共28次带看 / 5个月以前发布","房本满五年","490万","490","单价54445元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003067932.html","时代玫瑰园 大三房 南向望花园 厅出阳台","时代玫瑰园    3室2厅   119.97平米   南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103316672/","时代玫瑰园","低楼层(共16层)2008年建塔楼  -  白云大道北","https://gz.lianjia.com/ershoufang/baiyundadaobei/","白云大道北","13人关注 / 共5次带看 / 14天以前发布","距离2号线黄边站290米","490万","490","单价40844元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003035431.html","东海花园 望花园两房","东海花园    2室1厅   78.4平米   南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103317345/","东海花园","中楼层(共24层)2003年建塔楼  -  洛溪","https://gz.lianjia.com/ershoufang/luoxi/","洛溪","17人关注 / 共8次带看 / 25天以前发布","距离3号线厦滘站970米","310万","310","单价39541元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002849699.html","第三金碧 南向三房中高层安静望花园望江景","金碧花园第三金碧    3室2厅   116.45平米   南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238860931/","金碧花园第三金碧","高楼层(共32层)2000年建塔楼  -  金碧","https://gz.lianjia.com/ershoufang/jinbi/","金碧","30人关注 / 共30次带看 / 2个月以前发布","房本满五年","528万","528","单价45342元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002876732.html","万科城市花园实用精装高层两房新装修","万科城市花园    2室2厅   67平米   北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103319400/","万科城市花园","中楼层(共18层)2003年建塔楼  -  区府","https://gz.lianjia.com/ershoufang/qufu/","区府","126人关注 / 共53次带看 / 2个月以前发布","距离5号线文冲站660米","248万","248","单价37015元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002984717.html","侨诚花园 温馨舒适两房 家私电器全齐","侨诚花园秋月苑    2室1厅   60平米   东北   精装","https://gz.lianjia.com/xiaoqu/2110343238599290/","侨诚花园秋月苑","低楼层(共9层)塔楼  -  金碧","https://gz.lianjia.com/ershoufang/jinbi/","金碧","21人关注 / 共26次带看 / 1个月以前发布","距离2号线南洲站1102米","211万","211","单价35167元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003076953.html","实用温馨单位 配套完善","聚德花园    2室1厅   70平米   南 北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103317803/","聚德花园","高楼层(共27层)1997年建塔楼  -  赤岗","https://gz.lianjia.com/ershoufang/chigang/","赤岗","5人关注 / 共12次带看 / 11天以前发布","房本满五年","265万","265","单价37858元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003100065.html","交通便利房源 方正三房 采光好","富丽家园富海居    3室1厅   69平米   南   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238861535/","富丽家园富海居","高楼层(共6层)2004年建塔楼  -  大石","https://gz.lianjia.com/ershoufang/dashi/","大石","46人关注 / 共6次带看 / 7天以前发布","距离3号线大石站567米","180万","180","单价26087元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002987873.html","天朗明居厅出两房 安静望花园 采光好","富力天朗明居N区    2室1厅   78平米   北   其他   有电梯","https://gz.lianjia.com/xiaoqu/2110343238336895/","富力天朗明居N区","高楼层(共26层)2001年建塔楼  -  棠下","https://gz.lianjia.com/ershoufang/tangxia1/","棠下","39人关注 / 共29次带看 / 1个月以前发布","距离4号线车陂站0米","335万","335","单价42949元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002964344.html","南华花园 实用两房两厅 格局通风好","南华花园    2室2厅   74.24平米   北   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103317492/","南华花园","中楼层(共23层)1998年建塔楼  -  新港西","https://gz.lianjia.com/ershoufang/xingangxi/","新港西","110人关注 / 共29次带看 / 1个月以前发布","距离8号线中大站898米","245万","245","单价33002元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002280495.html","趣园南街 南向3房 带固定露天车位出售","锦绣生态园趣园    3室2厅   95.8平米   南   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238860900/","锦绣生态园趣园","高楼层(共6层)2001年建塔楼  -  钟村","https://gz.lianjia.com/ershoufang/zhongcun/","钟村","121人关注 / 共17次带看 / 10个月以前发布","房本满五年","205万","205","单价21399元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002608145.html","银汇华庭 厅出阳台南向大两房","银汇华庭银汇大厦    2室1厅   86平米   南   其他   有电梯","https://gz.lianjia.com/xiaoqu/2110343238599563/","银汇华庭银汇大厦","低楼层(共32层)2009年建塔楼  -  天润路","https://gz.lianjia.com/ershoufang/tianrunlu/","天润路","31人关注 / 共56次带看 / 5个月以前发布","距离3号线华师站460米","550万","550","单价63954元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002849536.html","锦明街 户型方正 两房一厅 采光好","黄埔大道中锦明街    2室2厅   64.8平米   南   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343239123303/","黄埔大道中锦明街","中楼层(共9层)1990年建塔楼  -  天河公园","https://gz.lianjia.com/ershoufang/tianhegongyuan/","天河公园","15人关注 / 共63次带看 / 2个月以前发布","距离4号线车陂站0米","258万","258","单价39815元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002948690.html","湖景居  实用三房","祈福新村湖景居    3室2厅   79.2平米   北   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238599354/","祈福新村湖景居","中楼层(共4层)1995年建板楼  -  祈福","https://gz.lianjia.com/ershoufang/qifu/","祈福","42人关注 / 共77次带看 / 1个月以前发布","房本满五年","198万","198","单价25000元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002964067.html","穗园小区 南房两房 舒适单位","穗园小区    2室2厅   84.38平米   西南   简装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316453/","穗园小区","高楼层(共28层)2000年建塔楼  -  天润路","https://gz.lianjia.com/ershoufang/tianrunlu/","天润路","13人关注 / 共42次带看 / 1个月以前发布","房本满五年","520万","520","单价61626元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002966980.html","荔香花园 温馨两房 装修保养新颖","荔香花园    2室1厅   70.79平米   南 北   简装   无电梯","https://gz.lianjia.com/xiaoqu/2111103317242/","荔香花园","中楼层(共9层)1996年建塔楼  -  区府","https://gz.lianjia.com/ershoufang/qufu/","区府","20人关注 / 共62次带看 / 1个月以前发布","距离5号线大沙地站1122米","192万","192","单价27123元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003039057.html","富力桃园 舒适二房 保养通风佳","富力桃园    2室2厅   71.76平米   东南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103317030/","富力桃园","高楼层(共30层)2004年建塔楼  -  罗冲围","https://gz.lianjia.com/ershoufang/luochongwei/","罗冲围","52人关注 / 共38次带看 / 2个月以前发布","房本满五年","250万","250","单价34839元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002865821.html","富力天朗明居 精装两房 安静望花园","富力天朗明居S区    2室1厅   69.71平米   北   简装","https://gz.lianjia.com/xiaoqu/2110343238336894/","富力天朗明居S区","低楼层(共18层)2001年建塔楼  -  棠下","https://gz.lianjia.com/ershoufang/tangxia1/","棠下","66人关注 / 共80次带看 / 2个月以前发布","距离4号线车陂站0米","295万","295","单价42319元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003074401.html","华康小区 精装修三房 户型方正","华康小区华升街    3室2厅   77平米   南   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238861128/","华康小区华升街","中楼层(共8层)1999年建塔楼  -  体育中心","https://gz.lianjia.com/ershoufang/tiyuzhongxin/","体育中心","2人关注 / 共7次带看 / 11天以前发布","距离1号线体育中心站668米","450万","450","单价58442元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003104688.html","惠城花园 惠景楼单位 交通便利","惠城花园    3室2厅   103平米   东南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316501/","惠城花园","高楼层(共25层)1996年建塔楼  -  西关","https://gz.lianjia.com/ershoufang/xiguan/","西关","5人关注 / 共4次带看 / 3天以前发布","距离1号线陈家祠站449米","390万","390","单价37865元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002820962.html","华乐苑 南向大阳台 采光好","华乐苑    2室1厅   83.5平米   南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2111103316600/","华乐苑","高楼层(共9层)1999年建塔楼  -  新港西","https://gz.lianjia.com/ershoufang/xingangxi/","新港西","15人关注 / 共21次带看 / 3个月以前发布","距离8号线鹭江站622米","350万","350","单价41917元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002882451.html","紫薇苑 中层单位","紫薇苑    3室1厅   78平米   南 北   其他   无电梯","https://gz.lianjia.com/xiaoqu/2111103317881/","紫薇苑","中楼层(共9层)1998年建塔楼  -  同德围","https://gz.lianjia.com/ershoufang/tongdewei/","同德围","83人关注 / 共49次带看 / 3个月以前发布","房本满五年","150万","150","单价19231元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002572922.html","保利红棉花园 楼梯低层 证过五年","保利红棉花园    1室1厅   37.56平米   南   简装   无电梯","https://gz.lianjia.com/xiaoqu/2111103316769/","保利红棉花园","中楼层(共9层)1997年建塔楼  -  江燕路","https://gz.lianjia.com/ershoufang/jiangyanlu/","江燕路","117人关注 / 共97次带看 / 8个月以前发布","距离广佛线燕岗站504米","111万","111","单价29553元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003082363.html","侨基花园66方两房 东南向 采光好","侨基花园    2室2厅   66平米   东南   简装   有电梯","https://gz.lianjia.com/xiaoqu/2111103317277/","侨基花园","中楼层(共32层)1998年建塔楼  -  市桥","https://gz.lianjia.com/ershoufang/shiqiao1/","市桥","27人关注 / 共34次带看 / 4个月以前发布","距离3号线市桥站784米","160万","160","单价24243元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002889862.html","下塘西路 大院管理 实用两房","下塘西路    2室1厅   58平米   东南   简装   无电梯","https://gz.lianjia.com/xiaoqu/2111103831612/","下塘西路","高楼层(共9层)1993年建塔楼  -  麓景","https://gz.lianjia.com/ershoufang/lujing/","麓景","2人关注 / 共18次带看 / 3个月以前发布","距离5号线小北站612米","198万","198","单价34138元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003073340.html","诺德名都 精装三房 高层视野 望小蛮腰","自在城市花园三期诺德名都    3室2厅   93.43平米   北   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238337316/","自在城市花园三期诺德名都","高楼层(共30层)2013年建塔楼  -  华南","https://gz.lianjia.com/ershoufang/huanan1/","华南","24人关注 / 共20次带看 / 12天以前发布","房本满两年","290万","290","单价31040元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003110306.html","翠湖山庄 东向望花园 户型方正","翠湖山庄    3室2厅   132.8平米   东北   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103316919/","翠湖山庄","中楼层(共17层)1999年建塔楼  -  天河公园","https://gz.lianjia.com/ershoufang/tianhegongyuan/","天河公园","2人关注 / 共1次带看 / 2天以前发布","距离5号线科韵路站0米","628万","628","单价47290元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002862123.html","天诚广场实用单间 龙口西路 户型好","天诚广场世纪华都    1室1厅   36.35平米   东   简装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238599570/","天诚广场世纪华都","中楼层(共31层)2001年建塔楼  -  天河北","https://gz.lianjia.com/ershoufang/tianhebei/","天河北","7人关注 / 共22次带看 / 2个月以前发布","距离3号线华师站622米","290万","290","单价79780元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002743956.html","翠安侬苑 舒适三房带主套 高层没遮挡","华景新城翠安侬苑    3室2厅   113.89平米   西   简装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238861211/","华景新城翠安侬苑","中楼层(共36层)2002年建塔楼  -  华景新城","https://gz.lianjia.com/ershoufang/huajingxincheng/","华景新城","32人关注 / 共21次带看 / 4个月以前发布","距离5号线科韵路站0米","620万","620","单价54439元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002862128.html","岭南新世界 中楼层 南向四房","岭南新世界2D区倚湾园    3室2厅   143.92平米   南   精装   有电梯","https://gz.lianjia.com/xiaoqu/2110343238861000/","岭南新世界2D区倚湾园","中楼层(共17层)2008年建塔楼  -  白云大道北","https://gz.lianjia.com/ershoufang/baiyundadaobei/","白云大道北","58人关注 / 共28次带看 / 2个月以前发布","距离2号线嘉禾望岗站784米","611.7万","611.7","单价42501元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003072313.html","东湖映月 从未入住 南北对流","东湖映月    3室2厅   128.78平米   南 北   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103319070/","东湖映月","中楼层(共29层)2012年建塔楼  -  白云大道北","https://gz.lianjia.com/ershoufang/baiyundadaobei/","白云大道北","10人关注 / 共1次带看 / 13天以前发布","房本满五年","390万","390","单价30285元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003095769.html","华南碧桂园  实用三房","华南碧桂园芳翠苑    3室2厅   107平米   西南   简装   无电梯","https://gz.lianjia.com/xiaoqu/2110343238599480/","华南碧桂园芳翠苑","中楼层(共7层)2001年建塔楼  -  华南","https://gz.lianjia.com/ershoufang/huanan1/","华南","2人关注 / 共6次带看 / 10天以前发布","房本满五年","320万","320","单价29907元/平米"
"https://gz.lianjia.com/ershoufang/GZ0002776636.html","太阳广场 精装大三房 安静舒适","太阳广场    3室2厅   99.5平米   西   其他   有电梯","https://gz.lianjia.com/xiaoqu/2111103317033/","太阳广场","中楼层(共18层)1997年建塔楼  -  天润路","https://gz.lianjia.com/ershoufang/tianrunlu/","天润路","9人关注 / 共23次带看 / 3个月以前发布","距离3号线华师站622米","590万","590","单价59297元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003045087.html","实用三房 配套完善 省府","省府宿舍    3室1厅   103平米   东南   简装   有电梯","https://gz.lianjia.com/xiaoqu/2111103318699/","省府宿舍","中楼层(共29层)2000年建塔楼  -  天河北","https://gz.lianjia.com/ershoufang/tianhebei/","天河北","12人关注 / 共24次带看 / 1个月以前发布","距离3号线华师站622米","640万","640","单价62136元/平米"
"https://gz.lianjia.com/ershoufang/GZ0003097318.html","荔园小区 精装两房 采光好 南北对流","荔园小区荔香二街    2室2厅   74.11平米   南   其他   无电梯","https://gz.lianjia.com/xiaoqu/2110343238599606/","荔园小区荔香二街","低楼层(共9层)1995年建塔楼  -  区府","https://gz.lianjia.com/ershoufang/qufu/","区府","5人关注 / 共1次带看 / 5天以前发布","房本满五年","235万","235","单价31710元/平米"
